67.03491602570834, -0.6455524105564225
75.66953695257057, -0.6668955124424181
85.5050420300481, -0.7191656716508796
92.03559458105072, -0.7712525298461377
97.9259780371366, -0.8335250911233079
103.35906304147208, -0.9029285410251631
111.28736208849968, -1.0410101183180487
117.74473554390819, -1.1704619796750881
125.5936617814569, -1.3601794542785135
129.10441184720594, -1.4525478159357186
133.72595102145402, -1.5829382535833232
142.1425373979621, -1.842618833584028
146.21220678114395, -1.9827645507087772
150.4062876760305, -2.13124972499241
154.41393545708172, -2.2821151830540014
157.864413252181, -2.4207185530193893
161.22539361532898, -2.5547752415269236
165.09725480395832, -2.720669993151958
169.53779735230802, -2.918397161444564
171.09500881366745, -2.9888541168654292
